complaint_id,precinct,borough,offense_level,offense_type,occurred_at,source
312395506,5,MANHATTAN,MISDEMEANOR,DANGEROUS DRUGS,2025-09-05T03:10:00,SOCRATA_qgea-i56i
312402414,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-05T04:59:00,SOCRATA_qgea-i56i
312407039,5,MANHATTAN,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2025-09-05T09:55:00,SOCRATA_qgea-i56i
312428459,5,MANHATTAN,FELONY,FORGERY,2025-09-05T15:45:00,SOCRATA_qgea-i56i
312443274,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-06T01:50:00,SOCRATA_qgea-i56i
312454876,5,MANHATTAN,MISDEMEANOR,OTHER OFFENSES RELATED TO THEFT,2025-09-05T15:45:00,SOCRATA_qgea-i56i
312456278,5,MANHATTAN,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2025-09-06T11:38:00,SOCRATA_qgea-i56i
312459556,5,MANHATTAN,FELONY,FORGERY,2025-09-06T12:55:00,SOCRATA_qgea-i56i
312459557,5,MANHATTAN,FELONY,FORGERY,2025-09-06T13:18:00,SOCRATA_qgea-i56i
312465603,5,MANHATTAN,MISDEMEANOR,SEX CRIMES,2025-09-06T13:25:00,SOCRATA_qgea-i56i
312469892,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-06T15:00:00,SOCRATA_qgea-i56i
312474420,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-05T23:00:00,SOCRATA_qgea-i56i
312476989,5,MANHATTAN,VIOLATION,ADMINISTRATIVE CODE,2025-09-07T02:22:00,SOCRATA_qgea-i56i
312481855,5,MANHATTAN,FELONY,ROBBERY,2025-09-07T02:30:00,SOCRATA_qgea-i56i
312487807,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-07T02:30:00,SOCRATA_qgea-i56i
312501811,5,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-09-07T08:26:00,SOCRATA_qgea-i56i
312503881,5,MANHATTAN,FELONY,FORGERY,2025-09-07T16:50:00,SOCRATA_qgea-i56i
312503883,5,MANHATTAN,FELONY,FORGERY,2025-09-07T16:55:00,SOCRATA_qgea-i56i
312503884,5,MANHATTAN,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-09-06T14:00:00,SOCRATA_qgea-i56i
312503885,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-07T16:51:00,SOCRATA_qgea-i56i
312509622,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-06T03:25:00,SOCRATA_qgea-i56i
312509623,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-06T09:27:00,SOCRATA_qgea-i56i
312510986,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-05T19:55:00,SOCRATA_qgea-i56i
312510987,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-06T20:10:00,SOCRATA_qgea-i56i
312515221,5,MANHATTAN,MISDEMEANOR,CRIMINAL TRESPASS,2025-09-08T00:54:00,SOCRATA_qgea-i56i
312516628,5,MANHATTAN,MISDEMEANOR,DANGEROUS DRUGS,2025-09-08T02:14:00,SOCRATA_qgea-i56i
312540751,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-05T19:00:00,SOCRATA_qgea-i56i
312544414,5,MANHATTAN,FELONY,BURGLARY,2025-09-07T19:25:00,SOCRATA_qgea-i56i
312547584,5,MANHATTAN,FELONY,DANGEROUS DRUGS,2025-09-08T14:25:00,SOCRATA_qgea-i56i
312550565,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-08T16:03:00,SOCRATA_qgea-i56i
312557803,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-06T15:37:00,SOCRATA_qgea-i56i
312564309,5,MANHATTAN,FELONY,MISCELLANEOUS PENAL LAW,2025-09-08T08:17:00,SOCRATA_qgea-i56i
312564311,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-06T19:30:00,SOCRATA_qgea-i56i
312564583,5,MANHATTAN,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-09-08T11:52:00,SOCRATA_qgea-i56i
312564850,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-08T17:30:00,SOCRATA_qgea-i56i
312575028,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-09T13:50:00,SOCRATA_qgea-i56i
312575029,5,MANHATTAN,MISDEMEANOR,POSSESSION OF STOLEN PROPERTY,2025-09-09T02:40:00,SOCRATA_qgea-i56i
312577848,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-08T09:15:00,SOCRATA_qgea-i56i
312582402,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-09T02:00:00,SOCRATA_qgea-i56i
312582403,5,MANHATTAN,FELONY,MISCELLANEOUS PENAL LAW,2025-09-09T07:10:00,SOCRATA_qgea-i56i
312592068,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-09T08:57:00,SOCRATA_qgea-i56i
312592069,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-08T10:45:00,SOCRATA_qgea-i56i
312598998,5,MANHATTAN,FELONY,FORGERY,2025-09-09T12:40:00,SOCRATA_qgea-i56i
312598999,5,MANHATTAN,FELONY,FORGERY,2025-09-09T12:59:00,SOCRATA_qgea-i56i
312599001,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-09T12:55:00,SOCRATA_qgea-i56i
312607585,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-09T15:10:00,SOCRATA_qgea-i56i
312625916,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-09T09:15:00,SOCRATA_qgea-i56i
312629065,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-09T13:30:00,SOCRATA_qgea-i56i
312634668,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-09T20:25:00,SOCRATA_qgea-i56i
312634669,5,MANHATTAN,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-09-08T20:16:00,SOCRATA_qgea-i56i
312650696,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-09T17:35:00,SOCRATA_qgea-i56i
312661932,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-09T14:45:00,SOCRATA_qgea-i56i
312664723,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-10T08:35:00,SOCRATA_qgea-i56i
312664724,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-10T12:05:00,SOCRATA_qgea-i56i
312664725,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-10T12:05:00,SOCRATA_qgea-i56i
312676054,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-10T00:00:00,SOCRATA_qgea-i56i
312676055,5,MANHATTAN,FELONY,FORGERY,2025-09-10T15:00:00,SOCRATA_qgea-i56i
312679950,5,MANHATTAN,FELONY,BURGLARY,2025-09-10T16:30:00,SOCRATA_qgea-i56i
312679951,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-10T12:37:00,SOCRATA_qgea-i56i
312684036,5,MANHATTAN,FELONY,FORGERY,2025-09-10T16:00:00,SOCRATA_qgea-i56i
312689480,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-09T08:55:00,SOCRATA_qgea-i56i
312689481,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-10T11:10:00,SOCRATA_qgea-i56i
312689482,5,MANHATTAN,MISDEMEANOR,OFFENSES AGAINST THE PERSON,2025-09-10T11:00:00,SOCRATA_qgea-i56i
312695189,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-10T20:00:00,SOCRATA_qgea-i56i
312701099,5,MANHATTAN,MISDEMEANOR,SEX CRIMES,2025-09-10T20:05:00,SOCRATA_qgea-i56i
312701100,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-10T20:45:00,SOCRATA_qgea-i56i
312701101,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-10T20:45:00,SOCRATA_qgea-i56i
312721072,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-10T19:10:00,SOCRATA_qgea-i56i
312728029,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-10T13:20:00,SOCRATA_qgea-i56i
312730616,5,MANHATTAN,FELONY,FORGERY,2025-09-11T12:40:00,SOCRATA_qgea-i56i
312740664,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-11T07:30:00,SOCRATA_qgea-i56i
312740665,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-11T14:48:00,SOCRATA_qgea-i56i
312748170,5,MANHATTAN,FELONY,FORGERY,2025-09-11T16:23:00,SOCRATA_qgea-i56i
312748171,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-10T15:20:00,SOCRATA_qgea-i56i
312755721,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-10T19:58:00,SOCRATA_qgea-i56i
312761171,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-11T14:00:00,SOCRATA_qgea-i56i
312761172,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-11T20:20:00,SOCRATA_qgea-i56i
312764636,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-11T19:55:00,SOCRATA_qgea-i56i
312765369,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-11T22:40:00,SOCRATA_qgea-i56i
312765370,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-11T22:40:00,SOCRATA_qgea-i56i
312765371,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-11T22:40:00,SOCRATA_qgea-i56i
312765372,5,MANHATTAN,MISDEMEANOR,OTHER OFFENSES RELATED TO THEFT,2025-09-11T23:30:00,SOCRATA_qgea-i56i
312776472,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-12T04:30:00,SOCRATA_qgea-i56i
312776473,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-12T04:30:00,SOCRATA_qgea-i56i
312782763,5,MANHATTAN,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-09-11T21:07:00,SOCRATA_qgea-i56i
312786537,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-10T21:00:00,SOCRATA_qgea-i56i
312788867,5,MANHATTAN,MISDEMEANOR,SEX CRIMES,2025-09-12T02:30:00,SOCRATA_qgea-i56i
312797355,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-12T09:19:00,SOCRATA_qgea-i56i
312809420,5,MANHATTAN,FELONY,ROBBERY,2025-09-12T15:20:00,SOCRATA_qgea-i56i
312816984,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-12T14:20:00,SOCRATA_qgea-i56i
312816985,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-12T03:00:00,SOCRATA_qgea-i56i
312842159,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-13T01:10:00,SOCRATA_qgea-i56i
312842160,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-13T01:00:00,SOCRATA_qgea-i56i
312842161,5,MANHATTAN,FELONY,ROBBERY,2025-09-12T01:00:00,SOCRATA_qgea-i56i
312844862,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-05T15:00:00,SOCRATA_qgea-i56i
312846931,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-12T08:12:00,SOCRATA_qgea-i56i
312846932,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-09T13:03:00,SOCRATA_qgea-i56i
312846933,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-12T23:30:00,SOCRATA_qgea-i56i
312849028,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-13T17:15:00,SOCRATA_qgea-i56i
312849029,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-13T17:15:00,SOCRATA_qgea-i56i
312851878,5,MANHATTAN,FELONY,CRIMINAL MISCHIEF & RELATED OF,2025-09-13T16:20:00,SOCRATA_qgea-i56i
312853098,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-13T19:00:00,SOCRATA_qgea-i56i
312853099,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-13T17:15:00,SOCRATA_qgea-i56i
312854586,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-13T12:00:00,SOCRATA_qgea-i56i
312856201,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-13T15:20:00,SOCRATA_qgea-i56i
312858376,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-13T22:30:00,SOCRATA_qgea-i56i
312865429,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-13T21:36:00,SOCRATA_qgea-i56i
312868289,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-14T06:00:00,SOCRATA_qgea-i56i
312872328,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-14T08:30:00,SOCRATA_qgea-i56i
312877581,5,MANHATTAN,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-09-12T08:30:00,SOCRATA_qgea-i56i
312879245,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-07T12:00:00,SOCRATA_qgea-i56i
312883321,5,MANHATTAN,FELONY,ROBBERY,2025-09-14T14:50:00,SOCRATA_qgea-i56i
312885654,5,MANHATTAN,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-09-13T14:20:00,SOCRATA_qgea-i56i
312895979,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-14T05:47:00,SOCRATA_qgea-i56i
312895980,5,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-09-13T16:30:00,SOCRATA_qgea-i56i
312895981,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-14T14:30:00,SOCRATA_qgea-i56i
312897516,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-14T17:45:00,SOCRATA_qgea-i56i
312897517,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-13T17:00:00,SOCRATA_qgea-i56i
312897843,5,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-09-14T02:00:00,SOCRATA_qgea-i56i
312897844,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-13T17:30:00,SOCRATA_qgea-i56i
312898090,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-13T19:16:00,SOCRATA_qgea-i56i
312898091,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-13T04:00:00,SOCRATA_qgea-i56i
312898092,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-12T20:30:00,SOCRATA_qgea-i56i
312899861,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-13T18:55:00,SOCRATA_qgea-i56i
312899862,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-12T11:39:00,SOCRATA_qgea-i56i
312901303,5,MANHATTAN,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2025-09-15T02:15:00,SOCRATA_qgea-i56i
312905653,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-13T20:45:00,SOCRATA_qgea-i56i
312905654,5,MANHATTAN,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-09-14T22:45:00,SOCRATA_qgea-i56i
312906164,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-12T14:49:00,SOCRATA_qgea-i56i
312925515,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-12T14:45:00,SOCRATA_qgea-i56i
312925516,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-12T08:34:00,SOCRATA_qgea-i56i
312925517,5,MANHATTAN,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-09-12T21:05:00,SOCRATA_qgea-i56i
312925519,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-15T12:13:00,SOCRATA_qgea-i56i
312925520,5,MANHATTAN,MISDEMEANOR,DANGEROUS WEAPONS,2025-09-15T10:34:00,SOCRATA_qgea-i56i
312925522,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-15T09:20:00,SOCRATA_qgea-i56i
312925523,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-15T12:34:00,SOCRATA_qgea-i56i
312929495,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-15T14:40:00,SOCRATA_qgea-i56i
312929496,5,MANHATTAN,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-09-15T14:30:00,SOCRATA_qgea-i56i
312931463,5,MANHATTAN,FELONY,ROBBERY,2025-09-15T16:10:00,SOCRATA_qgea-i56i
312935994,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-14T16:20:00,SOCRATA_qgea-i56i
312948475,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-15T17:58:00,SOCRATA_qgea-i56i
312949068,5,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-09-15T23:44:00,SOCRATA_qgea-i56i
312949069,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-15T23:44:00,SOCRATA_qgea-i56i
312949879,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-15T22:23:00,SOCRATA_qgea-i56i
312949880,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-15T22:23:00,SOCRATA_qgea-i56i
312967901,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-15T12:38:00,SOCRATA_qgea-i56i
312967902,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-15T12:34:00,SOCRATA_qgea-i56i
312978164,5,MANHATTAN,FELONY,FORGERY,2025-09-16T12:42:00,SOCRATA_qgea-i56i
312981947,5,MANHATTAN,FELONY,DANGEROUS DRUGS,2025-09-16T13:30:00,SOCRATA_qgea-i56i
312990309,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-14T14:00:00,SOCRATA_qgea-i56i
312994519,5,MANHATTAN,FELONY,FORGERY,2025-09-16T13:00:00,SOCRATA_qgea-i56i
312999637,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-16T11:15:00,SOCRATA_qgea-i56i
313005712,5,MANHATTAN,FELONY,FORGERY,2025-09-16T17:40:00,SOCRATA_qgea-i56i
313005713,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-14T22:37:00,SOCRATA_qgea-i56i
313014249,5,MANHATTAN,MISDEMEANOR,OFFENSES AGAINST THE PERSON,2025-09-16T20:45:00,SOCRATA_qgea-i56i
313014250,5,MANHATTAN,MISDEMEANOR,SEX CRIMES,2025-09-16T16:52:00,SOCRATA_qgea-i56i
313014251,5,MANHATTAN,MISDEMEANOR,SEX CRIMES,2025-09-15T11:00:00,SOCRATA_qgea-i56i
313017792,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-09T08:30:00,SOCRATA_qgea-i56i
313018075,5,MANHATTAN,FELONY,FORGERY,2025-09-16T23:07:00,SOCRATA_qgea-i56i
313021878,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-16T16:28:00,SOCRATA_qgea-i56i
313028902,5,MANHATTAN,MISDEMEANOR,DANGEROUS DRUGS,2025-09-17T02:14:00,SOCRATA_qgea-i56i
313029970,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-16T12:20:00,SOCRATA_qgea-i56i
313043087,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-16T11:45:00,SOCRATA_qgea-i56i
313043089,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-16T03:05:00,SOCRATA_qgea-i56i
313046892,5,MANHATTAN,FELONY,CRIMINAL MISCHIEF & RELATED OF,2025-09-16T14:55:00,SOCRATA_qgea-i56i
313050212,5,MANHATTAN,MISDEMEANOR,CRIMINAL TRESPASS,2025-09-17T10:00:00,SOCRATA_qgea-i56i
313061512,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-17T14:00:00,SOCRATA_qgea-i56i
313061513,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-17T14:59:00,SOCRATA_qgea-i56i
313061514,5,MANHATTAN,FELONY,FORGERY,2025-09-17T14:30:00,SOCRATA_qgea-i56i
313065678,5,MANHATTAN,FELONY,FORGERY,2025-09-17T14:30:00,SOCRATA_qgea-i56i
313065679,5,MANHATTAN,MISDEMEANOR,DANGEROUS DRUGS,2025-09-17T16:05:00,SOCRATA_qgea-i56i
313070263,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-13T01:35:00,SOCRATA_qgea-i56i
313070264,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-17T16:50:00,SOCRATA_qgea-i56i
313075746,5,MANHATTAN,FELONY,FORGERY,2025-09-17T14:25:00,SOCRATA_qgea-i56i
313075747,5,MANHATTAN,FELONY,FORGERY,2025-09-17T14:25:00,SOCRATA_qgea-i56i
313075748,5,MANHATTAN,FELONY,FORGERY,2025-09-17T14:25:00,SOCRATA_qgea-i56i
313085046,5,MANHATTAN,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-09-18T19:00:00,SOCRATA_qgea-i56i
313087800,5,MANHATTAN,FELONY,DANGEROUS DRUGS,2025-09-17T21:25:00,SOCRATA_qgea-i56i
313088157,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-14T14:00:00,SOCRATA_qgea-i56i
313098700,5,MANHATTAN,FELONY,BURGLARY,2025-09-18T05:00:00,SOCRATA_qgea-i56i
313098701,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-17T11:00:00,SOCRATA_qgea-i56i
313101955,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-17T18:25:00,SOCRATA_qgea-i56i
313101956,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-17T15:45:00,SOCRATA_qgea-i56i
313103782,5,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-09-12T12:00:00,SOCRATA_qgea-i56i
313115347,5,MANHATTAN,FELONY,DANGEROUS DRUGS,2025-09-18T12:00:00,SOCRATA_qgea-i56i
313117880,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-18T12:02:00,SOCRATA_qgea-i56i
313120917,5,MANHATTAN,FELONY,ROBBERY,2025-09-18T12:00:00,SOCRATA_qgea-i56i
313124881,5,MANHATTAN,FELONY,OTHER STATE LAWS,2025-09-10T09:00:00,SOCRATA_qgea-i56i
313128399,5,MANHATTAN,FELONY,RAPE,2025-09-11T03:00:00,SOCRATA_qgea-i56i
313132218,5,MANHATTAN,FELONY,FORGERY,2025-09-18T14:10:00,SOCRATA_qgea-i56i
313135966,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-18T13:20:00,SOCRATA_qgea-i56i
313135967,5,MANHATTAN,FELONY,ROBBERY,2025-09-18T16:45:00,SOCRATA_qgea-i56i
313140915,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-14T03:00:00,SOCRATA_qgea-i56i
313143540,5,MANHATTAN,FELONY,FORGERY,2025-09-18T19:15:00,SOCRATA_qgea-i56i
313146086,5,MANHATTAN,MISDEMEANOR,ALCOHOLIC BEVERAGE CONTROL LAW,2025-09-18T18:20:00,SOCRATA_qgea-i56i
313151282,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-18T15:15:00,SOCRATA_qgea-i56i
313151283,5,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-09-18T04:00:00,SOCRATA_qgea-i56i
313151284,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-18T16:25:00,SOCRATA_qgea-i56i
313165147,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-18T04:45:00,SOCRATA_qgea-i56i
313168700,5,MANHATTAN,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-09-19T00:50:00,SOCRATA_qgea-i56i
313168701,5,MANHATTAN,FELONY,CRIMINAL MISCHIEF & RELATED OF,2025-09-16T03:00:00,SOCRATA_qgea-i56i
313168702,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-18T16:15:00,SOCRATA_qgea-i56i
313168703,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-18T09:50:00,SOCRATA_qgea-i56i
313168704,5,MANHATTAN,FELONY,ROBBERY,2025-09-18T19:25:00,SOCRATA_qgea-i56i
313170540,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-18T15:45:00,SOCRATA_qgea-i56i
313174285,5,MANHATTAN,MISDEMEANOR,GAMBLING,2025-09-16T12:36:00,SOCRATA_qgea-i56i
313174286,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-18T11:22:00,SOCRATA_qgea-i56i
313174287,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-17T23:00:00,SOCRATA_qgea-i56i
313179431,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-19T10:54:00,SOCRATA_qgea-i56i
313188259,5,MANHATTAN,FELONY,FORGERY,2025-09-19T15:15:00,SOCRATA_qgea-i56i
313197784,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-19T15:50:00,SOCRATA_qgea-i56i
313197785,5,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-18T21:40:00,SOCRATA_qgea-i56i
313199863,5,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-19T15:50:00,SOCRATA_qgea-i56i
313199864,5,MANHATTAN,MISDEMEANOR,CRIMINAL TRESPASS,2025-09-19T19:23:00,SOCRATA_qgea-i56i
313208814,5,MANHATTAN,MISDEMEANOR,OTHER OFFENSES RELATED TO THEFT,2025-09-20T01:35:00,SOCRATA_qgea-i56i
313214445,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-19T12:05:00,SOCRATA_qgea-i56i
313214446,5,MANHATTAN,FELONY,GRAND LARCENY,2025-09-20T01:45:00,SOCRATA_qgea-i56i
313214806,5,MANHATTAN,FELONY,BURGLARY,2025-09-20T03:00:00,SOCRATA_qgea-i56i
313215135,5,MANHATTAN,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-09-19T11:09:00,SOCRATA_qgea-i56i
313215136,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-19T21:05:00,SOCRATA_qgea-i56i
313215137,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-18T09:40:00,SOCRATA_qgea-i56i
313215138,5,MANHATTAN,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-09-19T22:45:00,SOCRATA_qgea-i56i
313217654,5,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-09-18T16:04:00,SOCRATA_qgea-i56i
313217655,5,MANHATTAN,MISDEMEANOR,DANGEROUS DRUGS,2025-09-20T02:35:00,SOCRATA_qgea-i56i
