complaint_id,precinct,borough,offense_level,offense_type,occurred_at,source
315569345,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-02T14:00:00,SOCRATA_qgea-i56i
315569346,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-05T02:22:00,SOCRATA_qgea-i56i
315569825,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-03T08:17:00,SOCRATA_qgea-i56i
315569826,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-10-29T18:00:00,SOCRATA_qgea-i56i
315569827,19,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-11-04T17:55:00,SOCRATA_qgea-i56i
315574054,19,MANHATTAN,FELONY,CRIMINAL MISCHIEF & RELATED OF,2025-11-05T05:22:00,SOCRATA_qgea-i56i
315585179,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-05T08:45:00,SOCRATA_qgea-i56i
315585180,19,MANHATTAN,FELONY,GRAND LARCENY,2025-10-07T18:28:00,SOCRATA_qgea-i56i
315588463,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-04T18:30:00,SOCRATA_qgea-i56i
315591825,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-10-18T18:00:00,SOCRATA_qgea-i56i
315595216,19,MANHATTAN,FELONY,CRIMINAL MISCHIEF & RELATED OF,2025-11-05T12:45:00,SOCRATA_qgea-i56i
315595217,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-04T17:24:00,SOCRATA_qgea-i56i
315595218,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-04T10:03:00,SOCRATA_qgea-i56i
315599108,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-04T20:20:00,SOCRATA_qgea-i56i
315599109,19,MANHATTAN,MISDEMEANOR,BURGLAR'S TOOLS,2025-11-05T11:33:00,SOCRATA_qgea-i56i
315608361,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-05T16:10:00,SOCRATA_qgea-i56i
315608362,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-11-04T17:05:00,SOCRATA_qgea-i56i
315614556,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-05T02:57:00,SOCRATA_qgea-i56i
315614557,19,MANHATTAN,FELONY,GRAND LARCENY,2025-09-23T21:00:00,SOCRATA_qgea-i56i
315617785,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-05T13:39:00,SOCRATA_qgea-i56i
315617786,19,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-11-05T10:35:00,SOCRATA_qgea-i56i
315617787,19,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-11-05T17:00:00,SOCRATA_qgea-i56i
315617788,19,MANHATTAN,MISDEMEANOR,FRAUDS,2025-10-29T22:46:00,SOCRATA_qgea-i56i
315620548,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-10-31T13:30:00,SOCRATA_qgea-i56i
315620549,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-04T19:02:00,SOCRATA_qgea-i56i
315620550,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-04T23:01:00,SOCRATA_qgea-i56i
315623299,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-05T13:03:00,SOCRATA_qgea-i56i
315623301,19,MANHATTAN,MISDEMEANOR,CRIMINAL TRESPASS,2025-11-05T11:59:00,SOCRATA_qgea-i56i
315623302,19,MANHATTAN,FELONY,FELONY ASSAULT,2025-11-04T07:00:00,SOCRATA_qgea-i56i
315626469,19,,MISDEMEANOR,PETIT LARCENY,2025-11-05T18:00:00,SOCRATA_qgea-i56i
315626914,19,MANHATTAN,MISDEMEANOR,SEX CRIMES,2025-11-05T21:40:00,SOCRATA_qgea-i56i
315627591,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-05T16:26:00,SOCRATA_qgea-i56i
315629585,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-05T19:00:00,SOCRATA_qgea-i56i
315641863,19,MANHATTAN,MISDEMEANOR,SEX CRIMES,2025-11-05T23:00:00,SOCRATA_qgea-i56i
315651733,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-04T19:04:00,SOCRATA_qgea-i56i
315658050,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-03T12:00:00,SOCRATA_qgea-i56i
315661362,19,MANHATTAN,FELONY,GRAND LARCENY,2025-10-14T12:00:00,SOCRATA_qgea-i56i
315661363,19,MANHATTAN,MISDEMEANOR,CRIMINAL TRESPASS,2025-11-06T12:10:00,SOCRATA_qgea-i56i
315664614,19,MANHATTAN,MISDEMEANOR,SEX CRIMES,2025-11-06T12:32:00,SOCRATA_qgea-i56i
315664615,19,MANHATTAN,FELONY,MISCELLANEOUS PENAL LAW,2025-11-04T17:45:00,SOCRATA_qgea-i56i
315672503,19,MANHATTAN,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-11-06T11:59:00,SOCRATA_qgea-i56i
315685021,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-06T16:58:00,SOCRATA_qgea-i56i
315685022,19,MANHATTAN,FELONY,ROBBERY,2025-11-06T17:10:00,SOCRATA_qgea-i56i
315685023,19,MANHATTAN,FELONY,BURGLARY,2025-10-14T13:21:00,SOCRATA_qgea-i56i
315687781,19,MANHATTAN,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-11-06T20:10:00,SOCRATA_qgea-i56i
315687783,19,MANHATTAN,FELONY,GRAND LARCENY,2025-09-18T10:00:00,SOCRATA_qgea-i56i
315690331,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-06T08:01:00,SOCRATA_qgea-i56i
315690332,19,MANHATTAN,FELONY,FORGERY,2025-11-06T21:34:00,SOCRATA_qgea-i56i
315692942,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-04T08:45:00,SOCRATA_qgea-i56i
315692943,19,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-10-31T17:00:00,SOCRATA_qgea-i56i
315693418,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-05T09:30:00,SOCRATA_qgea-i56i
315693709,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-06T17:30:00,SOCRATA_qgea-i56i
315695052,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-03T17:15:00,SOCRATA_qgea-i56i
315695053,19,MANHATTAN,MISDEMEANOR,CRIMINAL TRESPASS,2025-11-07T00:15:00,SOCRATA_qgea-i56i
315695054,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-06T06:40:00,SOCRATA_qgea-i56i
315696870,19,MANHATTAN,FELONY,THEFT-FRAUD,2025-10-29T12:10:00,SOCRATA_qgea-i56i
315703608,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-06T11:56:00,SOCRATA_qgea-i56i
315715044,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-06T15:20:00,SOCRATA_qgea-i56i
315726359,19,MANHATTAN,FELONY,GRAND LARCENY,2025-09-12T12:00:00,SOCRATA_qgea-i56i
315726360,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-07T15:29:00,SOCRATA_qgea-i56i
315731904,19,MANHATTAN,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-11-07T16:45:00,SOCRATA_qgea-i56i
315731905,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-10-30T02:02:00,SOCRATA_qgea-i56i
315737749,19,MANHATTAN,FELONY,MISCELLANEOUS PENAL LAW,2025-10-18T09:38:00,SOCRATA_qgea-i56i
315742664,19,MANHATTAN,FELONY,FELONY ASSAULT,2025-11-07T20:40:00,SOCRATA_qgea-i56i
315743285,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-06T11:16:00,SOCRATA_qgea-i56i
315743569,19,MANHATTAN,FELONY,BURGLARY,2025-10-09T14:00:00,SOCRATA_qgea-i56i
315745443,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-07T17:05:00,SOCRATA_qgea-i56i
315750484,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-06T18:30:00,SOCRATA_qgea-i56i
315751162,19,MANHATTAN,FELONY,FELONY ASSAULT,2025-11-08T00:55:00,SOCRATA_qgea-i56i
315751163,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-10-07T10:05:00,SOCRATA_qgea-i56i
315751164,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-06T08:47:00,SOCRATA_qgea-i56i
315756853,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-10-01T00:26:00,SOCRATA_qgea-i56i
315758108,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-05T17:40:00,SOCRATA_qgea-i56i
315760723,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-06T08:29:00,SOCRATA_qgea-i56i
315765159,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-07T21:23:00,SOCRATA_qgea-i56i
315767019,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-10-01T00:30:00,SOCRATA_qgea-i56i
315767020,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-07T19:14:00,SOCRATA_qgea-i56i
315771169,19,MANHATTAN,FELONY,FELONY ASSAULT,2025-11-05T15:20:00,SOCRATA_qgea-i56i
315771170,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-07T14:20:00,SOCRATA_qgea-i56i
315771171,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-07T16:40:00,SOCRATA_qgea-i56i
315771172,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-06T16:30:00,SOCRATA_qgea-i56i
315771173,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-04T18:21:00,SOCRATA_qgea-i56i
315771175,19,MANHATTAN,FELONY,CRIMINAL MISCHIEF & RELATED OF,2025-11-07T19:20:00,SOCRATA_qgea-i56i
315773322,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-06T12:02:00,SOCRATA_qgea-i56i
315773324,19,MANHATTAN,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-11-08T14:11:00,SOCRATA_qgea-i56i
315773325,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-10-25T18:15:00,SOCRATA_qgea-i56i
315777840,19,MANHATTAN,FELONY,FORGERY,2025-11-07T17:52:00,SOCRATA_qgea-i56i
315777841,19,MANHATTAN,MISDEMEANOR,DANGEROUS DRUGS,2025-11-08T18:05:00,SOCRATA_qgea-i56i
315779359,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-08T00:54:00,SOCRATA_qgea-i56i
315782546,19,MANHATTAN,FELONY,FELONY ASSAULT,2025-11-08T21:28:00,SOCRATA_qgea-i56i
315785481,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-08T20:15:00,SOCRATA_qgea-i56i
315789693,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-08T07:13:00,SOCRATA_qgea-i56i
315790441,19,MANHATTAN,MISDEMEANOR,SEX CRIMES,2025-11-09T01:50:00,SOCRATA_qgea-i56i
315797543,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-09T08:38:00,SOCRATA_qgea-i56i
315800207,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-09T00:30:00,SOCRATA_qgea-i56i
315801458,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-06T10:30:00,SOCRATA_qgea-i56i
315804056,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-09T08:07:00,SOCRATA_qgea-i56i
315805677,19,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-11-09T11:51:00,SOCRATA_qgea-i56i
315807401,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-02T08:00:00,SOCRATA_qgea-i56i
315807402,19,MANHATTAN,FELONY,GRAND LARCENY,2025-10-03T00:00:00,SOCRATA_qgea-i56i
315809465,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-09T10:14:00,SOCRATA_qgea-i56i
315811598,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-09T04:40:00,SOCRATA_qgea-i56i
315811599,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-09T17:00:00,SOCRATA_qgea-i56i
315814748,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-07T23:00:00,SOCRATA_qgea-i56i
315814750,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-09T10:34:00,SOCRATA_qgea-i56i
315814751,19,MANHATTAN,FELONY,ROBBERY,2025-11-09T17:15:00,SOCRATA_qgea-i56i
315816257,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-04T15:50:00,SOCRATA_qgea-i56i
315819266,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-09T19:15:00,SOCRATA_qgea-i56i
315819267,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-08T22:00:00,SOCRATA_qgea-i56i
315824104,19,MANHATTAN,FELONY,FELONY ASSAULT,2025-11-09T00:55:00,SOCRATA_qgea-i56i
315824105,19,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-11-09T20:27:00,SOCRATA_qgea-i56i
315848250,19,MANHATTAN,MISDEMEANOR,OTHER OFFENSES RELATED TO THEFT,2025-11-10T09:10:00,SOCRATA_qgea-i56i
315848252,19,MANHATTAN,FELONY,CRIMINAL MISCHIEF & RELATED OF,2025-11-07T00:01:00,SOCRATA_qgea-i56i
315848254,19,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-11-10T08:30:00,SOCRATA_qgea-i56i
315848255,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-10-22T15:00:00,SOCRATA_qgea-i56i
315848256,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-10T08:46:00,SOCRATA_qgea-i56i
315855048,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-11-09T23:00:00,SOCRATA_qgea-i56i
315855049,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-09T15:52:00,SOCRATA_qgea-i56i
315855050,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-11-09T12:00:00,SOCRATA_qgea-i56i
315858219,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-06T19:15:00,SOCRATA_qgea-i56i
315858220,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-10T16:30:00,SOCRATA_qgea-i56i
315858221,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-05T18:45:00,SOCRATA_qgea-i56i
315858223,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-06T12:30:00,SOCRATA_qgea-i56i
315862760,19,MANHATTAN,FELONY,THEFT-FRAUD,2025-09-30T17:00:00,SOCRATA_qgea-i56i
315862761,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-10T10:58:00,SOCRATA_qgea-i56i
315866994,19,MANHATTAN,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-11-10T16:00:00,SOCRATA_qgea-i56i
315866995,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-09T13:58:00,SOCRATA_qgea-i56i
315869108,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-10T20:32:00,SOCRATA_qgea-i56i
315869109,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-10T18:00:00,SOCRATA_qgea-i56i
315869110,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-07T21:50:00,SOCRATA_qgea-i56i
315871478,19,MANHATTAN,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-11-10T10:22:00,SOCRATA_qgea-i56i
315873571,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-09T04:50:00,SOCRATA_qgea-i56i
315879973,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-06T22:06:00,SOCRATA_qgea-i56i
315879974,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-09T18:00:00,SOCRATA_qgea-i56i
315879975,19,MANHATTAN,FELONY,CRIMINAL MISCHIEF & RELATED OF,2025-10-31T19:00:00,SOCRATA_qgea-i56i
315880295,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-10T16:08:00,SOCRATA_qgea-i56i
315880296,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-10T07:30:00,SOCRATA_qgea-i56i
315880297,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-10T15:05:00,SOCRATA_qgea-i56i
315880298,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-10T12:16:00,SOCRATA_qgea-i56i
315882342,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-07T17:50:00,SOCRATA_qgea-i56i
315897208,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-10T02:00:00,SOCRATA_qgea-i56i
315897209,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-01T17:30:00,SOCRATA_qgea-i56i
315903534,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-08T18:30:00,SOCRATA_qgea-i56i
315907090,19,MANHATTAN,FELONY,GRAND LARCENY,2025-09-17T15:28:00,SOCRATA_qgea-i56i
315919927,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-10T18:30:00,SOCRATA_qgea-i56i
315922541,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-11T18:00:00,SOCRATA_qgea-i56i
315922542,19,MANHATTAN,MISDEMEANOR,CRIMINAL TRESPASS,2025-11-11T18:50:00,SOCRATA_qgea-i56i
315928417,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-11T20:20:00,SOCRATA_qgea-i56i
315931033,19,MANHATTAN,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-11-11T22:10:00,SOCRATA_qgea-i56i
315931674,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-09T16:30:00,SOCRATA_qgea-i56i
315931675,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-11T12:35:00,SOCRATA_qgea-i56i
315931996,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-11T09:01:00,SOCRATA_qgea-i56i
315941506,19,MANHATTAN,FELONY,ROBBERY,2025-11-12T04:10:00,SOCRATA_qgea-i56i
315941507,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-11T22:00:00,SOCRATA_qgea-i56i
315955576,19,MANHATTAN,FELONY,ROBBERY,2025-11-10T21:00:00,SOCRATA_qgea-i56i
315955577,19,MANHATTAN,FELONY,CRIMINAL MISCHIEF & RELATED OF,2025-11-12T09:30:00,SOCRATA_qgea-i56i
315957959,19,MANHATTAN,MISDEMEANOR,CRIMINAL TRESPASS,2025-11-10T16:10:00,SOCRATA_qgea-i56i
315957961,19,MANHATTAN,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-11-12T02:02:00,SOCRATA_qgea-i56i
315957962,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-11T10:15:00,SOCRATA_qgea-i56i
315964259,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-08T07:27:00,SOCRATA_qgea-i56i
315968124,19,MANHATTAN,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-11-12T08:02:00,SOCRATA_qgea-i56i
315972351,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-12T09:59:00,SOCRATA_qgea-i56i
315982327,19,MANHATTAN,FELONY,SEX CRIMES,2025-11-12T13:00:00,SOCRATA_qgea-i56i
315982328,19,MANHATTAN,FELONY,OTHER STATE LAWS,2025-11-12T11:00:00,SOCRATA_qgea-i56i
315984967,19,MANHATTAN,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-11-12T16:40:00,SOCRATA_qgea-i56i
315987852,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-12T15:00:00,SOCRATA_qgea-i56i
315995449,19,MANHATTAN,FELONY,GRAND LARCENY,2025-09-27T12:00:00,SOCRATA_qgea-i56i
315997757,19,MANHATTAN,FELONY,ROBBERY,2025-11-12T19:00:00,SOCRATA_qgea-i56i
316017775,19,MANHATTAN,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-11-11T09:46:00,SOCRATA_qgea-i56i
316020811,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-13T10:27:00,SOCRATA_qgea-i56i
316023569,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-13T09:30:00,SOCRATA_qgea-i56i
316026309,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-12T10:27:00,SOCRATA_qgea-i56i
316033059,19,MANHATTAN,MISDEMEANOR,OTHER OFFENSES RELATED TO THEFT,2025-11-13T15:20:00,SOCRATA_qgea-i56i
316033060,19,MANHATTAN,MISDEMEANOR,OTHER OFFENSES RELATED TO THEFT,2025-11-13T15:20:00,SOCRATA_qgea-i56i
316033062,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-03T11:55:00,SOCRATA_qgea-i56i
316040685,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-11T11:00:00,SOCRATA_qgea-i56i
316046045,19,MANHATTAN,MISDEMEANOR,OTHER OFFENSES RELATED TO THEFT,2025-11-13T18:00:00,SOCRATA_qgea-i56i
316046046,19,MANHATTAN,MISDEMEANOR,OTHER OFFENSES RELATED TO THEFT,2025-11-13T17:57:00,SOCRATA_qgea-i56i
316051495,19,MANHATTAN,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-11-13T19:40:00,SOCRATA_qgea-i56i
316053966,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-13T13:03:00,SOCRATA_qgea-i56i
316053967,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-11-13T03:55:00,SOCRATA_qgea-i56i
316053969,19,MANHATTAN,FELONY,GRAND LARCENY,2025-10-18T12:00:00,SOCRATA_qgea-i56i
316056944,19,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-11-13T18:00:00,SOCRATA_qgea-i56i
316056945,19,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-11-13T18:00:00,SOCRATA_qgea-i56i
316056946,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-13T09:18:00,SOCRATA_qgea-i56i
316057485,19,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-11-14T14:31:00,SOCRATA_qgea-i56i
316057486,19,MANHATTAN,MISDEMEANOR,FRAUDS,2025-10-03T09:00:00,SOCRATA_qgea-i56i
316057487,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-13T10:25:00,SOCRATA_qgea-i56i
316057488,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-11T01:30:00,SOCRATA_qgea-i56i
316057489,19,MANHATTAN,FELONY,FELONY ASSAULT,2025-11-13T18:00:00,SOCRATA_qgea-i56i
316057490,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-07T08:30:00,SOCRATA_qgea-i56i
316057491,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-07T15:15:00,SOCRATA_qgea-i56i
316057492,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-04T15:28:00,SOCRATA_qgea-i56i
316058502,19,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-11-13T18:00:00,SOCRATA_qgea-i56i
316058503,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-13T19:55:00,SOCRATA_qgea-i56i
316058505,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-13T14:22:00,SOCRATA_qgea-i56i
316060726,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-13T11:00:00,SOCRATA_qgea-i56i
316084801,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-14T11:57:00,SOCRATA_qgea-i56i
316095700,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-03T23:00:00,SOCRATA_qgea-i56i
316101856,19,MANHATTAN,FELONY,GRAND LARCENY,2025-10-13T14:00:00,SOCRATA_qgea-i56i
316101857,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-14T07:45:00,SOCRATA_qgea-i56i
316103639,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-14T07:54:00,SOCRATA_qgea-i56i
316103640,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-14T08:11:00,SOCRATA_qgea-i56i
316103641,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-14T08:11:00,SOCRATA_qgea-i56i
316105613,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-14T08:24:00,SOCRATA_qgea-i56i
316107466,19,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-11-14T18:20:00,SOCRATA_qgea-i56i
316107468,19,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-11-14T17:15:00,SOCRATA_qgea-i56i
316108593,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-14T19:40:00,SOCRATA_qgea-i56i
316110656,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-14T18:00:00,SOCRATA_qgea-i56i
316115288,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-14T13:54:00,SOCRATA_qgea-i56i
316118676,19,,MISDEMEANOR,PETIT LARCENY,2025-11-14T17:56:00,SOCRATA_qgea-i56i
316122452,19,MANHATTAN,VIOLATION,HARRASSMENT 2,2025-11-14T09:30:00,SOCRATA_qgea-i56i
316126051,19,MANHATTAN,FELONY,BURGLARY,2025-11-15T05:40:00,SOCRATA_qgea-i56i
316128555,19,MANHATTAN,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-11-13T18:00:00,SOCRATA_qgea-i56i
316128556,19,MANHATTAN,FELONY,GRAND LARCENY,2025-10-15T08:00:00,SOCRATA_qgea-i56i
316131951,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-15T13:26:00,SOCRATA_qgea-i56i
316136267,19,MANHATTAN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-11-15T07:20:00,SOCRATA_qgea-i56i
316136268,19,MANHATTAN,MISDEMEANOR,POSSESSION OF STOLEN PROPERTY,2025-11-15T16:25:00,SOCRATA_qgea-i56i
316136269,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-14T16:00:00,SOCRATA_qgea-i56i
316138211,19,MANHATTAN,MISDEMEANOR,CRIMINAL TRESPASS,2025-11-15T07:10:00,SOCRATA_qgea-i56i
316138212,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-11-14T18:00:00,SOCRATA_qgea-i56i
316138213,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-10-20T19:20:00,SOCRATA_qgea-i56i
